content_id,campaign_id,channel,content_text,tone,cta,compliance_risk,language,character_count,has_link,has_offer_amount,created_date,version,ab_variant
CNT94556,CMP17656,SMS,Pre-approved personal loan waiting for you! Up to ₹25L at attractive rates. Limited period offer.,Reminder,Download App,Low,Hindi,97,False,True,2023-10-03,5,A
CNT94557,CMP14416,Push Notification,Exclusive offer for our valued customers! 10% off on all products this festive season.,Festive,Book Appointment,Low,English,86,False,False,2023-12-12,4,C
CNT94558,CMP14858,Push Notification,Health insurance renewal due: Upgrade plan for better coverage at same premium!,Educational,Book Appointment,Low,English,79,False,False,2025-12-20,4,Control
CNT94559,CMP19170,Call Center,Pre-approved personal loan waiting for you! Up to ₹25L at attractive rates. Limited period offer.,Festive,Get Started,Low,English,97,False,True,2023-12-27,2,C
CNT94560,CMP14687,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Urgent,Book Appointment,Low,Kannada,82,False,False,2023-08-25,2,B
CNT94561,CMP15546,WhatsApp,Banking made easy! Download our app for seamless transactions & exclusive offers.,Personalized,Download App,Low,Hindi,81,False,False,2023-02-02,4,C
CNT94562,CMP12662,Call Center,Pre-approved home loan up to ₹11Cr waiting for you. Check now!,Informational,Limited Time Offer,Low,Hindi,62,False,True,2025-04-06,2,B
CNT94563,CMP16365,SMS,Senior Citizen FD: Extra 0.32% interest rate. Lock in high returns today!,Informational,Claim Offer,Low,Hindi,73,False,False,2026-03-10,5,B
CNT94564,CMP12576,Call Center,Exclusive offer for our valued customers! 7% off on all products this festive season.,Educational,Apply Now,Low,English,85,False,False,2023-08-04,5,C
CNT94565,CMP18081,Call Center,Upgrade to our Premium Credit Card and get 7X reward points + airport lounge access!,Urgent,Upgrade Today,Low,Hindi,84,False,False,2023-01-10,2,C
CNT94566,CMP18180,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Reminder,Download App,Low,English,74,False,False,2025-03-10,1,B
CNT94567,CMP15163,WhatsApp,Exclusive offer for our valued customers! 8% off on all products this festive season.,Festive,Apply Now,Low,English,85,False,False,2025-02-16,3,Control
CNT94568,CMP12503,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Urgent,Call Us,Medium,Tamil,81,False,False,2025-04-15,3,B
CNT94569,CMP18687,Email,Exclusive offer for our valued customers! 14% off on all products this festive season.,Reminder,Book Appointment,Low,Telugu,86,False,False,2024-07-11,1,C
CNT94570,CMP19227,WhatsApp,Term insurance with ₹1Cr cover at just ₹94/month. No medical tests required!,Promotional,Limited Time Offer,Medium,English,76,False,True,2024-02-23,3,A
CNT94571,CMP10494,Push Notification,Exclusive offer for our valued customers! 23% off on all products this festive season.,Informational,Check Eligibility,Low,English,86,False,False,2025-02-12,4,Control
CNT94572,CMP17389,SMS,Senior Citizen FD: Extra 0.4% interest rate. Lock in high returns today!,Urgent,Get Started,Low,Hindi,72,False,False,2023-04-22,2,Control
CNT94573,CMP17347,Email,Banking made easy! Download our app for seamless transactions & exclusive offers.,Informational,Check Eligibility,Low,Marathi,81,False,False,2024-03-22,3,B
CNT94574,CMP15435,WhatsApp,Banking made easy! Download our app for seamless transactions & exclusive offers.,Urgent,Call Us,Low,English,81,False,False,2024-11-04,4,C
CNT94575,CMP15266,Call Center,Activate your new credit card and get ₹1530 cashback on first transaction!,Informational,Upgrade Today,Low,English,74,False,True,2025-08-06,1,Control
CNT94576,CMP12003,WhatsApp,Secure your family's future! Life insurance at ₹55/day. Get covered now.,Informational,Apply Now,Low,English,72,False,True,2024-07-11,4,C
CNT94577,CMP14294,SMS,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Book Appointment,Low,Hindi,74,False,False,2026-04-14,5,C
CNT94578,CMP19354,WhatsApp,Your portfolio review is due. Book free consultation with our expert.,Promotional,Download App,Low,Hindi,69,False,False,2024-08-18,2,Control
CNT94579,CMP13506,WhatsApp,Exclusive offer for our valued customers! 15% off on all products this festive season.,Personalized,Upgrade Today,Low,English,86,False,False,2026-01-20,4,A
CNT94580,CMP13560,Email,Your account review is pending. Visit nearest branch for premium benefits.,Reminder,Download App,Low,English,74,False,False,2024-06-26,2,A
CNT94581,CMP12631,SMS,Exclusive: Your credit limit increased to ₹8L! Enjoy more shopping freedom.,Reminder,Enroll Now,Low,Hindi,75,False,True,2025-08-07,2,A
CNT94582,CMP11736,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Informational,Book Appointment,Low,Hindi,74,False,False,2025-02-10,4,Control
CNT94583,CMP11029,SMS,Your account review is pending. Visit nearest branch for premium benefits.,Educational,Download App,Low,Hindi,74,False,False,2025-08-29,5,Control
CNT94584,CMP17339,Push Notification,Exclusive offer for our valued customers! 13% off on all products this festive season.,Promotional,Apply Now,Medium,Hindi,86,False,False,2023-03-22,2,B
CNT94585,CMP19232,Email,Exclusive offer for our valued customers! 24% off on all products this festive season.,Promotional,Download App,Low,Hindi,86,False,False,2024-12-02,1,Control
CNT94586,CMP10221,Push Notification,Home loan balance transfer: Save up to ₹12L on interest!,Personalized,Book Appointment,Low,English,56,False,True,2025-10-22,5,Control
CNT94587,CMP15431,WhatsApp,Exclusive offer for our valued customers! 8% off on all products this festive season.,Festive,Download App,Low,English,85,False,False,2025-01-22,4,Control
CNT94588,CMP18072,Call Center,Term insurance with ₹1Cr cover at just ₹67/month. No medical tests required!,Festive,Book Appointment,Low,English,76,False,True,2024-07-08,4,A
CNT94589,CMP12306,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Reminder,Enroll Now,Low,Hindi,81,False,False,2024-09-18,1,B
CNT94590,CMP14071,WhatsApp,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Urgent,Visit Branch,Low,Hindi,82,False,False,2025-11-14,4,A
CNT94591,CMP19563,Push Notification,Festive personal loan at lowest EMI ever! Approval in 2 mins. Check eligibility now.,Educational,Limited Time Offer,Low,Telugu,84,False,False,2025-04-05,4,B
CNT94592,CMP17465,Email,Exclusive offer for our valued customers! 15% off on all products this festive season.,Informational,Claim Offer,Low,Telugu,86,False,False,2025-04-30,5,A
CNT94593,CMP11697,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Educational,Know More,Low,Hindi,81,False,False,2023-10-03,5,A
CNT94594,CMP12750,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Apply Now,Low,Bengali,74,False,False,2025-11-14,2,Control
CNT94595,CMP16838,Email,Banking made easy! Download our app for seamless transactions & exclusive offers.,Educational,Claim Offer,Low,English,81,False,False,2023-08-10,4,C
CNT94596,CMP18850,WhatsApp,Need funds urgently? Get personal loan disbursed in 24 hours. No documentation hassle!,Urgent,Call Us,Low,Hindi,86,False,False,2023-11-22,2,A
CNT94597,CMP15219,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Promotional,Enroll Now,Low,Bengali,82,False,False,2024-05-07,3,C
CNT94598,CMP14028,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Reminder,Enroll Now,Low,English,81,False,False,2024-06-25,3,A
CNT94599,CMP11993,Email,Exclusive: Your credit limit increased to ₹1L! Enjoy more shopping freedom.,Reminder,Call Us,Low,English,75,False,True,2026-02-06,5,C
CNT94600,CMP14806,WhatsApp,Senior Citizen Savings Account: Higher interest rates + priority banking services.,Informational,Enroll Now,Low,Hindi,82,False,False,2023-12-04,4,C
CNT94601,CMP14579,Email,Exclusive offer for our valued customers! 20% off on all products this festive season.,Personalized,Claim Offer,Low,English,86,False,False,2023-05-25,4,Control
CNT94602,CMP12675,Email,Your account review is pending. Visit nearest branch for premium benefits.,Informational,Get Started,Low,Tamil,74,False,False,2024-10-20,1,A
CNT94603,CMP13835,Email,Refer & Earn: Get ₹15 for every successful savings account referral!,Reminder,Visit Branch,Low,Hindi,68,False,True,2024-02-07,1,C
CNT94604,CMP17473,WhatsApp,Festive personal loan at lowest EMI ever! Approval in 2 mins. Check eligibility now.,Promotional,Limited Time Offer,Low,English,84,False,False,2026-02-07,4,B
CNT94605,CMP16881,WhatsApp,Tax-saving ELSS funds: Save taxes + grow wealth. Invest before deadline!,Promotional,Call Us,Low,Bengali,72,False,False,2025-04-13,3,C
CNT94606,CMP13410,SMS,Activate your new credit card and get ₹913 cashback on first transaction!,Educational,Call Us,Low,English,73,False,True,2025-11-28,4,A
CNT94607,CMP13630,Push Notification,Start SIP with just ₹500/month! Build wealth systematically. Invest now.,Urgent,Book Appointment,Low,English,72,False,True,2024-04-25,3,A
CNT94608,CMP10817,SMS,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Urgent,Know More,Low,Hindi,82,False,False,2024-10-15,4,C
CNT94609,CMP11474,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Promotional,Enroll Now,Medium,English,74,False,False,2024-09-26,1,C
CNT94610,CMP18219,SMS,Refer & Earn: Get ₹17 for every successful savings account referral!,Urgent,Book Appointment,Low,Hindi,68,False,True,2025-07-24,2,Control
CNT94611,CMP14329,Push Notification,Exclusive offer for our valued customers! 20% off on all products this festive season.,Educational,Visit Branch,Low,Marathi,86,False,False,2025-04-25,5,A
CNT94612,CMP13593,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Urgent,Know More,Medium,Bengali,81,False,False,2023-10-20,5,B
CNT94613,CMP12485,Call Center,Critical illness cover: Protect against 40+ diseases. Premium starting ₹60/month.,Festive,Book Appointment,Low,Kannada,81,False,True,2023-04-21,3,Control
CNT94614,CMP15242,SMS,Flash Sale! Get 7% cashback on all online purchases this weekend!,Reminder,Apply Now,Low,Hindi,65,False,False,2025-02-04,3,A
CNT94615,CMP16146,WhatsApp,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Reminder,Know More,Low,Marathi,82,False,False,2025-09-22,3,A
CNT94616,CMP17325,WhatsApp,Flash Sale! Get 7% cashback on all online purchases this weekend!,Informational,Visit Branch,Low,Hindi,65,False,False,2024-05-13,3,A
CNT94617,CMP12296,WhatsApp,Upgrade to our Premium Credit Card and get 9X reward points + airport lounge access!,Personalized,Limited Time Offer,Low,English,84,False,False,2025-07-20,1,A
CNT94618,CMP12356,Push Notification,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Promotional,Get Started,Low,Kannada,82,False,False,2025-02-26,1,A
CNT94619,CMP19889,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Educational,Download App,Low,English,74,False,False,2025-10-12,5,B
CNT94620,CMP19838,Call Center,Pre-approved home loan up to ₹12Cr waiting for you. Check now!,Promotional,Limited Time Offer,Low,Hindi,62,False,True,2023-10-23,2,A
CNT94621,CMP12258,SMS,Term insurance with ₹1Cr cover at just ₹76/month. No medical tests required!,Urgent,Apply Now,Low,English,76,False,True,2026-01-26,2,Control
CNT94622,CMP18819,Call Center,Exclusive offer for our valued customers! 15% off on all products this festive season.,Festive,Know More,Low,Kannada,86,False,False,2024-10-28,1,A
CNT94623,CMP16598,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Informational,Visit Branch,Low,Marathi,81,False,False,2023-09-04,4,A
CNT94624,CMP19018,Push Notification,Pre-approved personal loan waiting for you! Up to ₹25L at attractive rates. Limited period offer.,Festive,Get Started,Low,English,97,False,True,2024-01-02,5,C
CNT94625,CMP19849,WhatsApp,Exclusive offer for our valued customers! 13% off on all products this festive season.,Educational,Apply Now,Low,English,86,False,False,2024-06-12,2,C
CNT94626,CMP11373,Email,Exclusive offer for our valued customers! 8% off on all products this festive season.,Personalized,Get Started,Low,Bengali,85,False,False,2023-03-11,4,B
CNT94627,CMP10654,SMS,"Dear Customer, your pre-approved loan of ₹43L is ready. Interest starting 12.4% p.a. Apply today!",Promotional,Know More,Low,Hindi,97,False,True,2024-09-13,3,C
CNT94628,CMP13630,Call Center,Tax-saving ELSS funds: Save taxes + grow wealth. Invest before deadline!,Urgent,Activate Now,Low,Hindi,72,False,False,2024-06-29,2,Control
CNT94629,CMP11065,SMS,FD rates increased! Earn up to 10.5% p.a. on fixed deposits. Invest now!,Festive,Upgrade Today,Low,Hindi,72,False,False,2023-07-03,4,B
CNT94630,CMP16086,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Reminder,Know More,Low,English,82,False,False,2025-07-02,3,B
CNT94631,CMP10932,Call Center,"Tax-saving FD under 80C: Save up to ₹46,800 in taxes. Start with ₹15000.",Personalized,Claim Offer,Low,Hindi,72,False,True,2024-08-04,1,C
CNT94632,CMP16964,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Promotional,Book Appointment,Low,English,82,False,False,2025-07-24,5,B
CNT94633,CMP13109,Call Center,Credit Card bill payment due? Convert to easy EMI at 0% interest for 3 months.,Informational,Visit Branch,Low,Telugu,78,False,False,2025-02-20,5,Control
CNT94634,CMP11553,SMS,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Informational,Claim Offer,Low,English,82,False,False,2023-01-07,4,Control
CNT94635,CMP14612,Call Center,Senior Citizen Savings Account: Higher interest rates + priority banking services.,Festive,Claim Offer,Low,Hindi,82,False,False,2024-06-21,5,C
CNT94636,CMP18111,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Promotional,Apply Now,Low,Telugu,81,False,False,2026-01-02,3,C
CNT94637,CMP14253,Email,Activate your new credit card and get ₹324 cashback on first transaction!,Educational,Get Started,Low,Hindi,73,False,True,2024-04-01,4,Control
CNT94638,CMP16419,SMS,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Educational,Get Started,Low,Hindi,82,False,False,2025-05-09,2,Control
CNT94639,CMP15306,WhatsApp,Dream home within reach! Home loan at 15.3% p.a. + zero processing fee.,Promotional,Activate Now,Low,Telugu,71,False,False,2024-08-04,2,C
CNT94640,CMP16574,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Enroll Now,Low,Kannada,74,False,False,2025-11-14,1,Control
CNT94641,CMP13859,Call Center,Secure your family's future! Life insurance at ₹98/day. Get covered now.,Reminder,Visit Branch,Low,English,72,False,True,2025-08-20,2,C
CNT94642,CMP15052,Push Notification,Salary Account upgrade available! Enjoy premium benefits at no extra cost.,Informational,Call Us,Low,English,74,False,False,2023-08-10,4,C
CNT94643,CMP17354,WhatsApp,Banking made easy! Download our app for seamless transactions & exclusive offers.,Festive,Enroll Now,Low,English,81,False,False,2023-12-19,1,Control
CNT94644,CMP18415,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Festive,Book Appointment,Low,Hindi,82,False,False,2024-08-03,5,Control
CNT94645,CMP18348,Email,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Get Started,Low,English,74,False,False,2025-12-13,2,A
CNT94646,CMP10096,WhatsApp,Critical illness cover: Protect against 40+ diseases. Premium starting ₹70/month.,Promotional,Limited Time Offer,Low,Hindi,81,False,True,2025-11-19,3,Control
CNT94647,CMP17046,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Limited Time Offer,Low,Hindi,74,False,False,2026-04-06,5,B
CNT94648,CMP18748,Call Center,Banking made easy! Download our app for seamless transactions & exclusive offers.,Promotional,Check Eligibility,Low,English,81,False,False,2023-01-27,2,Control
CNT94649,CMP18835,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Reminder,Book Appointment,Low,English,82,False,False,2025-11-19,3,Control
CNT94650,CMP15653,Email,Your account review is pending. Visit nearest branch for premium benefits.,Promotional,Know More,Low,English,74,False,False,2025-02-27,2,A
CNT94651,CMP15590,Call Center,Activate your new credit card and get ₹1561 cashback on first transaction!,Festive,Activate Now,Low,English,74,False,True,2023-02-22,2,B
CNT94652,CMP16278,Push Notification,Exclusive offer for our valued customers! 11% off on all products this festive season.,Festive,Check Eligibility,Low,Hindi,86,False,False,2025-06-06,2,Control
CNT94653,CMP19970,Email,Upgrade to our Premium Credit Card and get 2X reward points + airport lounge access!,Urgent,Limited Time Offer,Low,English,84,False,False,2024-05-23,2,B
CNT94654,CMP17978,Call Center,Exclusive offer for our valued customers! 8% off on all products this festive season.,Urgent,Apply Now,Low,Hindi,85,False,False,2026-01-18,3,Control
CNT94655,CMP11955,Call Center,Banking made easy! Download our app for seamless transactions & exclusive offers.,Informational,Apply Now,Low,Hindi,81,False,False,2024-05-08,3,A
CNT94656,CMP19197,Push Notification,Exclusive offer for our valued customers! 8% off on all products this festive season.,Promotional,Call Us,Low,Telugu,85,False,False,2024-08-12,3,Control
CNT94657,CMP19754,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Reminder,Know More,Low,English,81,False,False,2026-03-26,1,C
CNT94658,CMP10092,SMS,Senior Citizen FD: Extra 0.4% interest rate. Lock in high returns today!,Personalized,Activate Now,Low,Hindi,72,False,False,2025-04-09,1,Control
CNT94659,CMP10289,Call Center,Secure your family's future! Life insurance at ₹41/day. Get covered now.,Reminder,Know More,Low,English,72,False,True,2025-04-07,3,C
CNT94660,CMP12008,WhatsApp,Critical illness cover: Protect against 40+ diseases. Premium starting ₹40/month.,Urgent,Visit Branch,Low,Hindi,81,False,True,2023-04-17,3,A
CNT94661,CMP19499,WhatsApp,Secure your family's future! Life insurance at ₹82/day. Get covered now.,Personalized,Check Eligibility,Low,English,72,False,True,2024-05-12,5,B
CNT94662,CMP16625,Email,Term insurance with ₹1Cr cover at just ₹44/month. No medical tests required!,Personalized,Upgrade Today,Low,English,76,False,True,2025-06-05,5,C
CNT94663,CMP10101,Call Center,Exclusive offer for our valued customers! 13% off on all products this festive season.,Personalized,Claim Offer,Low,English,86,False,False,2024-04-10,3,B
CNT94664,CMP12483,Email,Your account review is pending. Visit nearest branch for premium benefits.,Educational,Apply Now,Low,Marathi,74,False,False,2023-05-03,1,Control
CNT94665,CMP13272,Push Notification,Dream home within reach! Home loan at 9.4% p.a. + zero processing fee.,Informational,Check Eligibility,Low,Tamil,70,False,False,2025-09-29,4,Control
CNT94666,CMP10480,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Promotional,Check Eligibility,Low,Hindi,82,False,False,2023-09-27,4,C
CNT94667,CMP13836,Email,Refer & Earn: Get ₹13 for every successful savings account referral!,Reminder,Download App,Low,Telugu,68,False,True,2025-01-28,3,Control
CNT94668,CMP18438,Call Center,Secure your family's future! Life insurance at ₹89/day. Get covered now.,Urgent,Visit Branch,Medium,Hindi,72,False,True,2024-11-28,1,C
CNT94669,CMP17447,Email,Exclusive offer for our valued customers! 5% off on all products this festive season.,Urgent,Get Started,Low,Hindi,85,False,False,2024-02-20,1,C
CNT94670,CMP18552,Email,Flash Sale! Get 15% cashback on all online purchases this weekend!,Festive,Check Eligibility,Low,Hindi,66,False,False,2023-12-20,4,B
CNT94671,CMP16708,Call Center,Exclusive offer for our valued customers! 11% off on all products this festive season.,Informational,Apply Now,Low,Bengali,86,False,False,2023-03-14,1,A
CNT94672,CMP17632,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Urgent,Get Started,Low,Bengali,81,False,False,2025-09-27,2,Control
CNT94673,CMP14774,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Promotional,Visit Branch,Low,Telugu,82,False,False,2025-06-05,2,A
CNT94674,CMP14479,Call Center,Banking made easy! Download our app for seamless transactions & exclusive offers.,Promotional,Limited Time Offer,Low,English,81,False,False,2023-09-13,1,A
CNT94675,CMP14767,Push Notification,Special home loan rates for women borrowers: 13.0% p.a. Apply today!,Promotional,Enroll Now,Medium,English,68,False,False,2023-05-25,5,A
CNT94676,CMP18995,Email,Banking made easy! Download our app for seamless transactions & exclusive offers.,Personalized,Enroll Now,Low,English,81,False,False,2023-03-07,3,Control
CNT94677,CMP19048,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Get Started,Low,English,74,False,False,2025-11-20,2,Control
CNT94678,CMP13923,SMS,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Apply Now,Low,English,74,False,False,2025-06-08,2,B
CNT94679,CMP10302,Email,Exclusive offer for our valued customers! 18% off on all products this festive season.,Reminder,Get Started,Low,English,86,False,False,2024-11-12,2,C
CNT94680,CMP13497,WhatsApp,Activate your new credit card and get ₹350 cashback on first transaction!,Promotional,Download App,Low,Hindi,73,False,True,2024-03-05,3,C
CNT94681,CMP13337,SMS,Flash Sale! Get 9% cashback on all online purchases this weekend!,Informational,Call Us,Low,English,65,False,False,2025-03-24,4,C
CNT94682,CMP18639,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Promotional,Activate Now,Low,Kannada,82,False,False,2023-12-14,1,B
CNT94683,CMP12217,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Educational,Know More,Low,English,82,False,False,2025-01-28,1,A
CNT94684,CMP11584,Push Notification,Critical illness cover: Protect against 40+ diseases. Premium starting ₹23/month.,Promotional,Call Us,Medium,Hindi,81,False,True,2025-10-12,2,C
CNT94685,CMP11742,SMS,Exclusive offer for our valued customers! 21% off on all products this festive season.,Promotional,Enroll Now,Low,English,86,False,False,2025-08-02,2,B
CNT94686,CMP16134,Email,Exclusive offer for our valued customers! 12% off on all products this festive season.,Personalized,Claim Offer,Low,English,86,False,False,2025-04-12,1,A
CNT94687,CMP15237,Push Notification,Exclusive offer for our valued customers! 14% off on all products this festive season.,Informational,Activate Now,Low,Kannada,86,False,False,2023-03-06,5,Control
CNT94688,CMP12336,SMS,FD rates increased! Earn up to 11.0% p.a. on fixed deposits. Invest now!,Reminder,Book Appointment,Low,Hindi,72,False,False,2023-01-17,4,A
CNT94689,CMP14426,Call Center,Your portfolio review is due. Book free consultation with our expert.,Promotional,Get Started,Low,Telugu,69,False,False,2024-06-03,2,C
CNT94690,CMP12685,SMS,Critical illness cover: Protect against 40+ diseases. Premium starting ₹83/month.,Festive,Get Started,Low,English,81,False,True,2025-08-09,5,A
CNT94691,CMP13397,Email,Term insurance with ₹1Cr cover at just ₹27/month. No medical tests required!,Festive,Book Appointment,Low,English,76,False,True,2025-05-27,3,B
CNT94692,CMP19750,WhatsApp,Activate your new credit card and get ₹445 cashback on first transaction!,Personalized,Activate Now,Low,Hindi,73,False,True,2024-08-04,3,Control
CNT94693,CMP16151,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Enroll Now,Low,English,74,False,False,2023-02-22,1,B
CNT94694,CMP13514,SMS,"Dear Customer, your pre-approved loan of ₹25L is ready. Interest starting 13.9% p.a. Apply today!",Reminder,Book Appointment,Low,Hindi,97,False,True,2024-10-05,1,A
CNT94695,CMP13980,Push Notification,Flash Sale! Get 14% cashback on all online purchases this weekend!,Personalized,Know More,Low,English,66,False,False,2023-10-10,4,Control
CNT94696,CMP16512,WhatsApp,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Personalized,Upgrade Today,Low,English,82,False,False,2024-11-18,2,A
CNT94697,CMP13411,SMS,Credit Card bill payment due? Convert to easy EMI at 0% interest for 3 months.,Personalized,Check Eligibility,Low,Hindi,78,False,False,2023-12-31,5,A
CNT94698,CMP12165,SMS,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Know More,Low,Hindi,74,False,False,2025-06-22,3,C
CNT94699,CMP18487,SMS,Tax-saving ELSS funds: Save taxes + grow wealth. Invest before deadline!,Educational,Get Started,Low,English,72,False,False,2024-05-18,4,B
CNT94700,CMP16299,SMS,Open Zero Balance Savings Account online in 5 minutes! Earn up to 13.2% interest.,Personalized,Get Started,Low,English,81,False,False,2025-09-10,3,Control
CNT94701,CMP18496,Push Notification,Banking made easy! Download our app for seamless transactions & exclusive offers.,Educational,Claim Offer,Low,English,81,False,False,2023-02-08,1,Control
CNT94702,CMP13881,Call Center,Special home loan rates for women borrowers: 10.3% p.a. Apply today!,Urgent,Upgrade Today,Low,Hindi,68,False,False,2023-01-09,2,B
CNT94703,CMP10344,Push Notification,FD rates increased! Earn up to 13.5% p.a. on fixed deposits. Invest now!,Promotional,Upgrade Today,Low,Telugu,72,False,False,2025-12-12,3,B
CNT94704,CMP16661,Email,Flash Sale! Get 14% cashback on all online purchases this weekend!,Educational,Download App,Low,Marathi,66,False,False,2025-05-20,5,B
CNT94705,CMP19353,Call Center,Home loan balance transfer: Save up to ₹10L on interest!,Promotional,Check Eligibility,Medium,Hindi,56,False,True,2023-07-05,4,Control
CNT94706,CMP14512,WhatsApp,Term insurance with ₹1Cr cover at just ₹83/month. No medical tests required!,Urgent,Download App,Low,English,76,False,True,2025-12-29,3,A
CNT94707,CMP19324,Push Notification,Banking made easy! Download our app for seamless transactions & exclusive offers.,Informational,Activate Now,Low,Tamil,81,False,False,2024-02-29,5,C
CNT94708,CMP14955,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Upgrade Today,Low,Hindi,74,False,False,2025-01-05,3,Control
CNT94709,CMP14553,Push Notification,Flexi FD with premature withdrawal facility. Best rates guaranteed!,Festive,Call Us,Medium,Marathi,67,False,False,2025-09-22,3,Control
CNT94710,CMP14911,SMS,Dream home within reach! Home loan at 13.8% p.a. + zero processing fee.,Personalized,Activate Now,Low,Bengali,71,False,False,2024-12-02,4,Control
CNT94711,CMP16621,WhatsApp,Special home loan rates for women borrowers: 14.3% p.a. Apply today!,Urgent,Call Us,Low,English,68,False,False,2023-11-05,1,C
CNT94712,CMP13416,Email,Exclusive offer for our valued customers! 23% off on all products this festive season.,Reminder,Claim Offer,Low,Hindi,86,False,False,2023-06-26,2,B
CNT94713,CMP19873,WhatsApp,Flexi FD with premature withdrawal facility. Best rates guaranteed!,Personalized,Apply Now,Medium,English,67,False,False,2023-01-21,4,Control
CNT94714,CMP12418,WhatsApp,Upgrade to our Premium Credit Card and get 7X reward points + airport lounge access!,Educational,Visit Branch,Low,English,84,False,False,2025-08-04,1,C
CNT94715,CMP13389,Push Notification,Your account review is pending. Visit nearest branch for premium benefits.,Informational,Apply Now,Low,Kannada,74,False,False,2025-07-31,4,C
CNT94716,CMP16785,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Informational,Enroll Now,Low,Tamil,82,False,False,2024-06-01,5,B
CNT94717,CMP18168,Email,Term insurance with ₹1Cr cover at just ₹63/month. No medical tests required!,Reminder,Check Eligibility,Low,Hindi,76,False,True,2023-06-20,3,B
CNT94718,CMP15179,Call Center,Tax-saving ELSS funds: Save taxes + grow wealth. Invest before deadline!,Urgent,Check Eligibility,Low,Hindi,72,False,False,2024-10-17,1,B
CNT94719,CMP17986,Push Notification,Banking made easy! Download our app for seamless transactions & exclusive offers.,Reminder,Know More,Low,English,81,False,False,2024-09-17,1,Control
CNT94720,CMP13251,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Educational,Download App,Low,Marathi,74,False,False,2024-08-12,3,C
CNT94721,CMP19941,WhatsApp,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Reminder,Check Eligibility,Low,Telugu,82,False,False,2023-03-05,3,A
CNT94722,CMP14034,Email,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Enroll Now,Low,Bengali,74,False,False,2026-01-12,5,A
CNT94723,CMP13765,SMS,Exclusive offer for our valued customers! 22% off on all products this festive season.,Reminder,Check Eligibility,Low,English,86,False,False,2025-09-30,2,C
CNT94724,CMP19516,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Festive,Download App,Low,English,82,False,False,2024-03-29,3,Control
CNT94725,CMP14835,Push Notification,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Get Started,Low,English,74,False,False,2023-05-13,4,Control
CNT94726,CMP18132,WhatsApp,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Urgent,Visit Branch,Low,English,82,False,False,2024-03-01,2,A
CNT94727,CMP12770,Push Notification,Exclusive: Your credit limit increased to ₹6L! Enjoy more shopping freedom.,Festive,Enroll Now,Low,Hindi,75,False,True,2025-05-05,3,A
CNT94728,CMP17083,Email,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Upgrade Today,Low,Tamil,74,False,False,2023-11-27,3,B
